epoch,loss
0,0.027292857
1,0.0044750664
2,0.002100045
3,0.0017641016
4,0.0011741199
5,0.0009356388
6,0.0007734773
7,0.0007850972
8,0.0005672933
9,0.0004999728
10,0.00049165037
11,0.0004811903
12,0.00039336912
13,0.00040626034
14,0.0004298979
15,0.00033424573
16,0.0003657136
17,0.00032173158
18,0.0002628743
19,0.00033562363
20,0.0003408358
21,0.00028362407
22,0.00023469499
23,0.0003060808
24,0.0002870299
25,0.00021386768
26,0.00023550486
27,0.00025976423
28,0.00023068383
29,0.00026089695
30,0.0003519534
31,0.00039513435
32,0.00031101794
33,0.00036986553
34,0.00024969407
35,0.00021605921
36,0.00015133077
37,0.00012668142
38,0.00017810118
39,0.00023011595
40,0.00019417191
41,0.00016621774
42,0.00026522402
43,0.00048047502
44,0.00021951103
45,0.00020714854
46,0.00015286956
47,0.000183271
48,0.00021728496
49,0.00025103491
